Country,City,Airport Name,IATA Code,ICAO Code
Indonesia,Steenkool,Steenkool,ZKL,
Indonesia,Serui,Serui,ZRI,WABO
Indonesia,Sarmi,Sarmi,ZRM,WAJI
China,Altay,Altay,AAT,ZWAT
China,Xingyi,Xingyi,ACX,ZUYI
China,Ankang,Ankang,AKA,ZLAK
China,Aksu,Aksu,AKU,ZWAK
China,Anshan,Anshan,AOG,ZYAS
China,Anqing,Anqing,AQG,ZSAQ
China,An Shun,An Shun/Huang Guo Shu,AVA,
China,Anyang,Anyang,AYN,ZHAY
China,Baotou,Baotou,BAV,ZBOW
China,Bengbu,Bengbu,BFU,ZSBB
China,Beihai,Beihai,BHY,ZGBH
China,Bangda,Qamdo Bangda,BPX,ZUBD
China,Baoshan,Baoshan,BSD,ZPBS
China,Guangzhou,New Baiyun,CAN,ZGGG
China,Changde,Changde,CGD,ZGCD
China,Zhengzhou,Zhengzhou,CGO,ZHCC
China,Changchun,Changchun,CGQ,ZYCC
China,Chaoyang,Chaoyang Airport,CHG,ZYCY
China,Jiuquan,Jiuhuang,CHW,ZLJQ
China,Chifeng,Chifeng,CIF,ZBCF
China,Changzhi,Changzhi,CIH,ZBCZ
China,Chongqing,Chongqing Jiangbei International,CKG,ZUCK
China,Changhai,Changhai,CNI,ZYCH
China,Changsha,Changsha,CSX,ZGCS
China,Chengdu,Shuangliu,CTU,ZUUU
China,Center Island,Center Island,CWS,KCWS
China,Changzhou,Changzhou,CZX,ZSCG
China,Datong,Datong,DAT,ZBDT
China,Daxian,Daxian,DAX,ZUDX
China,Dandong,Dandong,DDG,ZYDD
China,Dongguan,Dongguan,DGM,PGUM
China,Diqing,Diqing,DIG,ZPDQ
China,Dalian,Dalian,DLC,ZYTL
China,Dali City,Dali,DLU,ZPDL
China,Dunhuang,Dunhuang,DNH,ZLDH
China,Dongying,Dongying,DOY,ZSDY
China,Dongsheng,Dongsheng,DSN,ZBDS
China,Dayong,Dayong,DYG,ZGDY
China,Dazu,Dazu,DZU,ZUDZ
China,Enshi,Enshi,ENH,ZHES
China,Fuzhou,Fuzhou,FOC,ZSFZ
China,Sui Fen He,Sui Fen He,FUD,OOFD
China,Fuyang,Fuyang,FUG,ZSFY
China,Fuoshan,Fuoshan,FUO,ZGFS
China,Fuyun,Fuyun,FYN,ZWFY
China,Guanghan,Guanghan,GHN,ZUGH
China,Golmud,Golmud,GOQ,ZLGM
China,Guang Yuan,Guang Yuan,GYS,ZUGU
China,Haikou,Haikou,HAK,ZJHK
China,Hengchun,Hengchun,HCN,RCKW
China,Heihe,Heihe,HEK,ZYHE
China,Hohhot,Hohhot,HET,ZBHH
China,Hefei,Shanghai,HFE,ZSOF
China,Hangzhou,Hangzhou,HGH,ZSHC
China,Changsha,Huanghua International,HHA,ZGHA
China,Zhi Jiang,Zhi Jiang,HJJ,
China,Hailar,Hailar,HLD,ZBLA
China,Ulanhot,Ulanhot,HLH,ZBUL
China,Hami,Hami,HMI,ZWHM
China,Hengyang,Hengyang,HNY,ZGHY
China,Harbin,Harbin,HRB,ZYHB
China,Shaoguan,Shaoguan,HSC,
China,Zhoushan,Zhoushan,HSN,ZSZS
China,Hotan,Hotan,HTN,ZWTN
China,Huizhou,Huizhou,HUZ,ZGHZ
China,Huangyan,Huangyan,HYN,ZSLQ
China,Hanzhong,Hanzhong,HZG,ZLHZ
China,Liping City,Liping,HZH,ZUNP
China,Yinchuan,Yinchuan,INC,ZLIC
China,Qiemo,Qiemo,IQM,ZWCM
China,Qingyang,Qingyang,IQN,ZLQY
China,Jingdezhen,Jingdezhen,JDZ,ZSJD
China,Jiayuguan,Jiayuguan,JGN,ZLJQ
China,Ji An,Ji An/Jing Gang Shan,JGS,MBGT
China,Jinghong,Gasa,JHG,ZPJH
China,Jilin,Jilin,JIL,ZYJL
China,Jiujiang,Jiujiang,JIU,ZSJJ
China,Jinjiang,Jinjiang,JJN,ZSQZ
China,Jiamusi,Jiamusi,JMU,ZYJM
China,Jining,Jining,JNG,ZLJN
China,Jinzhou,Jinzhou,JNZ,ZYJZ
China,Riverside,Heliport,JRD,
China,Juzhou,Juzhou,JUZ,ZSJU
China,Song Pan,Jiu Zhai Huang Long,JZH,ZUJZ
China,Kuqa,Kuqa,KCA,ZWKC
China,Kashi,Kashi,KHG,ZWSH
China,Nanchang,Nanchang,KHN,ZSCN
China,Kunming,Kunming,KMG,ZPPP
China,Kinmen,Shang-Yi,KNH,RCBS
China,Ganzhou,Ganzhou,KOW,ZSGZ
China,Korla,Korla,KRL,ZWKL
China,Karamay,Karamay,KRY,ZWKM
China,Guiyang,Guiyang,KWE,ZUGY
China,Guilin,Guilin,KWL,ZGKL
China,Longyan,Liancheng,LCX,ZSLO
China,Guanghua,Guanghua,LHK,ZHGH
China,Lanzhou,Lanzhou Airport,LHW,ZLAN
China,Liangping,Liangping,LIA,ZULP
China,Lijiang City,Lijiang,LJG,ZPLJ
China,LingLing,LingLing,LLF,LFHU
China,Lincang,Lincang,LNJ,ZPLC
China,Luxi,Mangshi,LUM,ZPMS
China,Lushan,Lushan,LUZ,ZSLS
China,Gonggar,Gonggar/Lhasa,LXA,ZULS
China,Linxi,Linxi,LXI,ZPMS
China,Luoyang,Luoyang,LYA,ZHLY
China,Lianyungang,Lianyungang,LYG,ZSLG
China,Linyi,Linyi,LYI,ZSLY
China,Lanzhou,Lanzhoudong,LZD,ZLLD
China,Liuzhou,Liuzhou,LZH,ZGZH
China,Luzhou,Luzhou,LZO,ZULZ
China,Mudanjiang,Mudanjiang,MDG,ZYMD
China,Mian Yang,Mian Yang,MIG,ZUMY
China,Meixian,Meixian,MXZ,ZGMX
China,Nanchong,Nanchong,NAO,ZUNC
China,Beijing,Nanyuan Airport,NAY,ZBNY
China,Ningbo,Ningbo,NGB,ZSNB
China,Nanking/nanjing,Lukou International Airport,NKG,ZSNJ
China,Nanning,Nanning,NNG,ZGNN
China,Nanyang,Nanyang,NNY,ZHNY
China,Manzhouli,Manzhouli,NZH,
China,Beijing,Beijing Capital Int.,PEK,ZBAA
China,Pagosa Springs,Stevens Field,PGO,KPSO
China,Pingtung,Pingtung,PIF,RCSQ
China,Peng Lai,Peng Lai/Sha He Kou,PNJ,LQBK
China,Shanghai,Pu Dong,PVG,ZSPD
China,Pan Zhi Hua,Pan Zhi Hua Bao AnYing,PZI,ZUZH
China,Rugao,Rugao,RUG,ZSRG
China,Shanghai,Hongqiao,SHA,ZSSS
China,Shenyang,Shenyang,SHE,ZYTX
China,Shanhaiguan,Shanhaiguan,SHF,LLBS
China,Qinhuangdao,Qinhuangdao,SHP,ZBSH
China,Shashi,Shashi,SHS,ZHSS
China,Xi An,Xiguan,SIA,ZLSN
China,Shijiazhuang,Daguocun,SJW,ZBSJ
China,Shantou,Shantou,SWA,ZGOW
China,Shanshan,Shanshan,SXJ,ZWSS
China,Simao,Simao,SYM,ZPSM
China,Sanya,Fenghuang International (Phoenix International),SYX,ZJSY
China,Shanzhou,Shanzhou,SZO,
China,Suzhou,Suzhou,SZV,ZSSZ
China,Shenzhen,Shenzhen,SZX,ZGSZ
China,Qingdao,Qingdao,TAO,ZSQD
China,Tacheng,Tacheng,TCG,ZWTC
China,Tongren,Tongren,TEN,ZUTR
China,Tongliao,Tongliao,TGO,ZBTL
China,Tanahmerah,Tanahmerah,TMH,WAKT
China,Jinan,Jinan,TNA,ZSJN
China,Tonghua,Tonghua Liuhe,TNH,ZYTN
China,Tianjin,Tianjin Binhai International,TSN,ZBTJ
China,Tunxi,Tunxi,TXN,ZSTX
China,Taiyuan,Taiyuan,TYN,ZBYN
China,Urumqi,Urumqi,URC,ZWWW
China,Yulin,Yulin,UYN,ZLYL
China,Waldron Island,Waldron Island,WDN,KSUA
China,Weifang,Weifang,WEF,ZSWF
China,Weihai,Weihai,WEH,ZSWH
China,Wenzhou,Wenzhou,WNZ,ZSWZ
China,Wu Hai,Wu Hai,WUA,ZBUH
China,Wuhan,Tianhe International,WUH,ZHHH
China,Wuyishan,Wuyishan,WUS,ZSWY
China,Wuxi,Wuxi,WUX,ZSWX
China,Wuzhou,Changzhoudao,WUZ,ZGWZ
China,Wanxian,Wanxian,WXN,ZUWX
China,Xingcheng,Xingcheng,XEN,ZYXC
China,Xiangfan,Xiangfan,XFN,ZHXF
China,Xichang,Xichang,XIC,ZUXC
China,Xilinhot,Xilinhot,XIL,ZBXH
China,Xingning,Xingning,XIN,ZGXN
China,Xi An,Xianyang,XIY,ZLXY
China,Xiamen,Xiamen,XMN,ZSAM
China,Xining,Xining,XNN,ZLXN
China,Xingtai,Xingtai,XNT,ZBXT
China,Sinoe,AFC,XSA,KXSA
China,Tianjin,Econ/Tech Dev. Area,XTA,KXTA
China,Tianjin,Port Free Trade Zone,XTF,
China,Xuzhou,Xuzhou,XUZ,ZSXZ
China,Yibin,Yibin,YBP,ZUYB
China,Yichang,Yichang,YIH,ZHYC
China,Yining,Yining,YIN,ZWYN
China,Yiwu,Yiwu,YIW,ZSYW
China,Yilan,Yilan,YLN,ZYYL
China,Yanji,Yanji,YNJ,ZYYJ
China,Yantai,Yantai,YNT,ZSYT
China,Yancheng,Yancheng,YNZ,ZSYN
China,Yuanmou,Yuanmou,YUA,
China,Shunde,Shunde Ferry,ZAS,
China,Zhaotong,Zhaotong,ZAT,ZPZT
China,Pan Yu,Pan Yu Ferry,ZAX,FVZK
China,Jiang Men,Jiang Men Ferry,ZBD,KAPY
China,Xin Hui,Xin Hui Ferry,ZBZ,
China,Tai Shan,Tai Shan,ZCA,EPDA
China,Foshan,Foshan Ferry,ZCP,EDQC
China,She Kou,She Kou Ferry,ZCU,EPDA
China,Nanhai,Nanhai Ferry,ZEF,KZEF
China,Lanzhou,Zhongchuan,ZGC,ZLLL
China,Zhongshan,Zhongshan Ferry Port,ZGN,SBMO
China,Zhanjiang,Zhanjiang,ZHA,ZGZJ
China,Lianhuashan,Lianhuashan Port,ZIY,VGZR
China,Huangpu,Harbour,ZMY,SBMO
China,Humen,Humen Port,ZTI,EHBK
China,Boston,Boston BKBAY Rail,ZTY,EHBK
China,Zhuhai,Zhuhai Airport,ZUH,ZGSD
China,Zunyi,Zunyi,ZYI,ZUZY
China,Shekou,Shekou Port,ZYK,EPDA
Colombia,Acandi,Acandi,ACD,SKAD
Colombia,Aguaclara,Aguaclara,ACL,
Colombia,Arica,Arica,ACM,
Colombia,Araracuara,Araracuara,ACR,SKAC
Colombia,Andes,Andes,ADN,SKAN
Colombia,San Andres Island,San Andres Island,ADZ,SKSP
Colombia,Amalfi,Amalfi,AFI,SKAM
Colombia,Apiay,Apiay,API,SKAP
Colombia,Apartado,Apartado,APO,SKLC
Colombia,Acaricuara,Acaricuara,ARF,
Colombia,Arboletas,Arboletas,ARO,
Colombia,Arauquita,Arauquita,ARQ,
Colombia,Arauca,Arauca,AUC,SKUC
Colombia,Armenia,El Eden,AXM,SKAR
Colombia,Ayapel,Ayapel,AYA,
Colombia,Yaguara,Yaguara,AYG,SKYA
Colombia,Yari,Yari,AYI,
Colombia,Zapatoca,Zapatoca,AZT,
Colombia,Barranca De Upia,Barranca De Upia,BAC,
Colombia,Barranquilla,E Cortissoz,BAQ,SKBQ
Colombia,Bucaramanga,Palo Negro,BGA,SKBG
Colombia,Bahia Cupica,Bahia Cupica,BHF,SKCP
Colombia,Bogota,Eldorado International,BOG,SKBO
Colombia,Bahia Solano,Bahia Solano,BSC,SKBS
Colombia,Buenaventura,Buenaventura,BUN,SKBU
Colombia,Caucasia,Caucasia,CAQ,SKCU
Colombia,Carimagua,Carimagua,CCO,SKCI
Colombia,Cimitarra,Cimitarra,CIM,SKCM
Colombia,Concepcion,MCAL Lopez,CIO,SBGR
Colombia,Candilejas,Candilejas,CJD,
Colombia,Cali,Alfonso B. Aragon,CLO,SKCL
Colombia,Condoto,Mandinga,COG,SKCD
Colombia,Capurgana,Capurgana,CPB,SKCA
Colombia,Chaparral,Chaparral,CPL,SKHA
Colombia,Caquetania,Caquetania,CQT,
Colombia,Cartago,Cartago,CRC,SKGO
Colombia,Casuarito,Casuarito,CSR,
Colombia,Cartagena,Rafael Nunez,CTG,SKCG
Colombia,Cucuta,Camilo Dazo,CUC,SKCC
Colombia,Currillo,Currillo,CUI,
Colombia,Caruru,Caruru,CUO,SKCR
Colombia,Covenas,Covenas,CVE,SKCV
Colombia,Corozal,Corozal,CZU,SKCZ
Colombia,Santa Ana,Downtown Heliport,DNT,
Colombia,Codazzi,Codazzi,DZI,
Colombia,El Bagre,El Bagre,EBG,SKEB
Colombia,El Encanto,El Encanto,ECO,
Colombia,El Charco,El Charco,ECR,
Colombia,Barrancabermeja,Variguies,EJA,SKEJ
Colombia,El Banco,San Bernado,ELB,SKBC
Colombia,El Recreo,El Recreo,ELJ,
Colombia,Medellнn,Enrique Olaya Herrera International Airport,EOH,SKMD
Colombia,Paratebueno,Paratebueno,EUO,
Colombia,El Yopal,El Yopal,EYP,SKYP
Colombia,Florencia,Capitolio,FLA,SKFL
Colombia,Guamal,Guamal,GAA,SKGY
Colombia,Guacamaya,Guacamaya,GCA,
Colombia,Gilgal,Gilgal,GGL,
Colombia,Girardot,Girardot,GIR,SKGI
Colombia,Guerima,Guerima,GMC,
Colombia,Guapi,Guapi,GPI,SKGP
Colombia,Gamarra,Gamarra,GRA,
Colombia,Herrera,Herrera,HRR,
Colombia,Hato Corozal,Hato Corozal,HTZ,SKHC
Colombia,Ibague,Ibague,IBE,SKIB
Colombia,Chigorodo,Chigorodo,IGO,SKIG
Colombia,Ipiales,San Luis,IPI,SKIP
Colombia,Iscuande,Iscuande,ISD,
Colombia,Chivolo,Chivolo,IVO,
Colombia,Ceuta,Ceuta Heliport,JCU,GECT
Colombia,Santa Ana,Centerport Heliport,JOC,
Colombia,San Rafael,San Rafael H/P,JSG,ZUJZ
Colombia,Jurado,Jurado,JUO,
Colombia,La Uribe,La Uribe,LAT,
Colombia,La Chorrera,La Chorrera,LCR,
Colombia,Leticia,Gen. A.V. Cobo,LET,SKLT
Colombia,Las Gaviotas,Las Gaviotas,LGT,SKGA
Colombia,Leguizamo,Leguizamo,LGZ,
Colombia,Lamacarena,Lamacarena,LMC,
Colombia,Lopez De Micay,Lopez De Micay,LMX,
Colombia,La Pedrera,La Pedrera,LPD,SKLP
Colombia,La Primavera,La Primavera,LPE,
Colombia,Puerto Leguizamo,Puerto Leguizamo,LQM,SKLG
Colombia,Lorica,Lorica,LRI,
Colombia,Maicao,Maicao,MCJ,SKLM
Colombia,Medellin,Jose Maria Cordova,MDE,SKRG
Colombia,Monfort,Monfort,MFB,
Colombia,Miraflores,Miraflores,MFS,SKMF
Colombia,Magangue,Baracoa,MGN,SKMG
Colombia,Morichal,Morichal,MHF,
Colombia,Miriti,Miriti,MIX,
Colombia,Mompos,Mompos,MMP,SKIO
Colombia,Medina,Medina,MND,
Colombia,Monterrey,Monterrey,MOY,
Colombia,Mosquera,Mosquera,MQR,
Colombia,Mariquita,Mariquita,MQU,SKQU
Colombia,Monte Libano,Monte Libano,MTB,SKML
Colombia,Monteria,S. Jeronimo,MTR,SKMR
Colombia,Mitu,Mitu,MVP,SKMU
Colombia,Manila,Municipal,MXA,KMXA
Colombia,Manizales,Santaguida,MZL,SKMZ
Colombia,Macanal,Macanal,NAD,
Colombia,Nare,Nare,NAR,SKPN
Colombia,Barrancominas,Barrancominas,NBB,
Colombia,New York,Battery Pk City/N. Cov,NBP,SKBO
Colombia,Necocli,Necocli,NCI,SKNC
Colombia,New York,East 34th St Landing,NES,
Colombia,San Pedro Uraba,San Pedro Uraba,NPU,
Colombia,Nuqui,Nuqui,NQU,SKNQ
Colombia,Nunchia,Nunchia,NUH,
Colombia,Neiva,La Marguita,NVA,SKNV
Colombia,New York,Pier 11/Wall St. SPB,NWS,KNCY
Colombia,Ocana,Aguasclaras,OCV,SKOC
Colombia,Orocue,Orocue,ORC,SKOE
Colombia,Otu,Otu,OTU,SKOT
Colombia,Palanquero,Palanquero,PAL,SKPQ
Colombia,Puerto Berrio,Puerto Berrio,PBE,SKPR
Colombia,Puerto Rico,Puerto Rico,PCC,
Colombia,Puerto Carreno,Puerto Carreno,PCR,SKPC
Colombia,Puerto Inirida,Puerto Inirida,PDA,SKPD
Colombia,Pereira,Matecana,PEI,SKPE
Colombia,Planadas,Planadas,PLA,
Colombia,Planeta Rica,Planeta Rica,PLC,
Colombia,Plato,Plato,PLT,SKPL
Colombia,Popayan,Machangara,PPN,SKPP
Colombia,Pore,Pore,PRE,
Colombia,Pasto,Cano,PSO,SKPS
Colombia,Pitalito,Pitalito,PTX,SKPI
Colombia,Puerto Asis,Puerto Asis,PUU,SKAS
Colombia,Providencia,Providencia,PVA,SKPV
Colombia,Puerto Boyaca,Puerto Boyaca,PYA,SKVL
Colombia,Payan,Payan,PYN,
Colombia,Paz De Ariporo,Casanare,PZA,SKPZ
Colombia,New York,Marine Air Terminal,QNY,KQNY
Colombia,Cravo Norte,Cravo Norte,RAV,SKCN
Colombia,Riohacha,Riohacha,RCH,SKRH
Colombia,Rondon,Rondon,RON,
Colombia,Saravena,Los Colonizadores,RVE,SKSA
Colombia,Santa Catalina,Santa Catalina,SCA,
Colombia,San Felipe,San Felipe,SFH,MMSF
Colombia,"San Fernando, CA",San Fernando,SFR,
Colombia,San Jose Del Gua,San Jose Del Gua,SJE,SKSJ
Colombia,San Pedro Jagua,San Pedro Jagua,SJG,
Colombia,San Juan Del Cesar,San Juan Del Cesar,SJH,
Colombia,San Juan D Ur,San Juan D Ur,SJR,
Colombia,Santa Maria,Santa Maria,SMC,
Colombia,Santa Marta,Simon Bolivar,SMR,SKSM
Colombia,Sabana De Torres,Sabana De Torres,SNT,
Colombia,Solita,Solita,SOH,
Colombia,Sogamoso,Alberto Lleras Camargo,SOX,SKSO
Colombia,Santa Ana,Santa Ana,SQB,
Colombia,San Luis De Pale,San Luis De Pale,SQE,
Colombia,Solano,Solano,SQF,
Colombia,San Ignacio,Matthew Spain,SQS,KCEW
Colombia,Santana Ramos,Santana Ramos,SRO,
Colombia,San Marcos,Santa Fe De Bogota,SRS,SKSR
Colombia,Santa Cruz,Skypark,SRU,
Colombia,San Felipe,San Felipe,SSD,SCSF
Colombia,San Antonio,Stinson Municipal,SSF,KSSF
Colombia,Santa Rosalia,Santa Rosalia,SSL,
Colombia,San Vicente,San Vicente,SVI,SKSV
Colombia,Silva Bay,Silva Bay,SYF,KSYF
Colombia,Santa Barbara,Santa Cruz Island,SZN,KSZN
Colombia,Tauramena,Tauramena,TAU,SKTA
Colombia,Timbiqui,Timbiqui,TBD,
Colombia,Tarapaca,Tarapaca,TCD,
Colombia,Tumaco,La Florida,TCO,SKCO
Colombia,Trinidad,Trinidad,TDA,SKTD
Colombia,Toledo,Winlock,TDO,KTDO
Colombia,Tibu,Tibu,TIB,SKTB
Colombia,Tolu,Tolu,TLU,SKTL
Colombia,Tame,Tame,TME,SKTM
Colombia,Tres Esquinas,Tres Esquinas,TQS,SKTQ
Colombia,Turbo,Gonzalo,TRB,SKTU
Colombia,Tablon De Tamara,Tablon De Tamara,TTM,
Colombia,Quibdo,Quibdo,UIB,SKUI
Colombia,Tulua,Farfan,ULQ,SKUL
Colombia,Mulatos,Mulatos,ULS,
Colombia,Unguia,Unguia,UNC,
Colombia,Uribe,Uribe,URI,
Colombia,Urrao,Urrao,URR,SKUR
Colombia,Yavarate,Yavarate,VAB,
Colombia,Villagarzon,Villagarzon,VGZ,SKGZ
Colombia,Valledupar,Valledupar,VUP,SKVP
Colombia,Villavicencio,La Vanguardia,VVC,SKVV
Colombia,Baltimore,Baltimore Rail,ZBP,KZBP
United Kingdom,Abingdon,RAF Station,ABB,EGUD
United Kingdom,Aberdeen,Dyce,ABZ,EGPD
United Kingdom,Alderney,The Blaye,ACI,EGJA
United Kingdom,Andover,Andover,ADV,EGWA
United Kingdom,St Andrews,Leuchars,ADX,EGQL
United Kingdom,Alconbury,RAF Station,AYH,
United Kingdom,Bembridge,Bembridge,BBP,EGHJ
United Kingdom,Yateley,Blackbushe,BBS,EGLK
United Kingdom,Benbecula,Benbecula,BEB,EGPL
United Kingdom,Bury St Edmunds,Honington,BEQ,EGXH
United Kingdom,Benson,RAF Station,BEX,EGUB
United Kingdom,Belfast,Aldergrove International Airport,BFS,EGAA
United Kingdom,Belfast,George Best Belfast City,BHD,EGAC
United Kingdom,Birmingham,Birmingham,BHM,KBHM
United Kingdom,Birmingham,Birmingham International Airport,BHX,EGBB
United Kingdom,Blackpool,Blackpool Airport,BLK,EGNH
United Kingdom,Bournemouth,Bournemouth International,BOH,EGHH
United Kingdom,Bally Kelly,Bally Kelly,BOL,EGQB
United Kingdom,Biggin Hill,London Biggin Hill,BQH,EGKB
United Kingdom,Barra,Barra,BQQ,SNBX
United Kingdom,Bradford,Bradford,BRF,
United Kingdom,Barra,North Bay,BRR,EGPR
United Kingdom,Bristol,Bristol,BRS,EGGD
United Kingdom,Brighton,Brighton,BSH,EGKA
United Kingdom,Burtonwood,Burtonwood,BUT,
United Kingdom,Barrow-In-Furness,Walney Island,BWF,EGNL
United Kingdom,Woodbridge,Bentwaters St,BWY,
United Kingdom,Oxford,Raf Brize Norton,BZZ,EGVN
United Kingdom,Campbeltown,Machrihanish,CAL,EGEC
United Kingdom,Carlisle,Carlisle,CAX,EGNC
United Kingdom,Cambridge,Cambridge,CBG,EGSC
United Kingdom,Chester,Chester,CEG,EGNR
United Kingdom,Chilko Lake,Chilko Lake,CJH,
United Kingdom,Isle Of Coll,Isle Of Coll,COL,
United Kingdom,Cromarty,Cromarty,CRN,
United Kingdom,Isle Of Colonsay,Isle Of Colonsay,CSA,
United Kingdom,Coventry,West Midlands International,CVT,EGBE
United Kingdom,Cardiff,Cardiff-wales Arpt,CWL,EGFF
United Kingdom,Dundee,Dundee,DND,EGPN
United Kingdom,Dornoch,Dornoch,DOC,
United Kingdom,Doncaster Sheffield,Robin Hood,DSA,EGCN
United Kingdom,Edinburgh,Turnhouse,EDI,EGPH
United Kingdom,Derby,East Midlands,EMA,EGNX
United Kingdom,Enniskillen,Enniskillen St. Angelo,ENK,EGAB
United Kingdom,Eday,Eday,EOI,EGED
United Kingdom,Shoreham By Sea,Shoreham,ESH,EGKA
United Kingdom,Newbury,Greenham RAF,EWY,
United Kingdom,Exeter,Exeter,EXT,EGTE
United Kingdom,Farnborough,Farnborough,FAB,EGLF
United Kingdom,Fetlar,Fetlar,FEA,
United Kingdom,Fairford,RAF Station,FFD,EGVA
United Kingdom,Fair Isle,Fair Isle,FIE,EGEF
United Kingdom,Fakenham,Sculthorp RAF,FKH,
United Kingdom,Flotta,Flotta,FLH,
United Kingdom,Foula,Foula,FOA,
United Kingdom,Forres,Kinloss,FSS,EGQK
United Kingdom,Fort William,Heliport,FWM,
United Kingdom,Bristol,Filton,FZO,EGTG
United Kingdom,Glasgow,Glasgow International,GLA,EGPF
United Kingdom,Gloucester,Gloucestershire,GLO,EGBJ
United Kingdom,Machrihanish,RAF Station,GQJ,
United Kingdom,Grimsby,Binbrook,GSY,EGXB
United Kingdom,Montgomery,Gunter AFB,GUN,KGUN
United Kingdom,Mildenhall,NAF,GXH,EGUN
United Kingdom,Haverfordwest,Haverfordwest,HAW,EGFE
United Kingdom,Hendon,Hendon,HEN,
United Kingdom,Holyhead,Anglesey Airport,HLY,EGOV
United Kingdom,Hoy Island,Hoy Island,HOY,
United Kingdom,Harrogate,Linton-On-Ouse,HRT,EGXU
United Kingdom,Hatfield,Hatfield,HTF,
United Kingdom,Houghton,Roscommon County,HTL,KHTL
United Kingdom,Humberside,Humberside International,HUY,EGNJ
United Kingdom,High Wycombe,High Wycombe,HYC,EGUH
United Kingdom,Islay,Glenegedale,ILY,EGPI
United Kingdom,Inverness,Inverness,INV,EGPE
United Kingdom,Ipswich,Ipswich (Closed),IPW,
United Kingdom,Isles Of Scilly,St Marys,ISC,EGHE
United Kingdom,Kelly Bar,Kelly Bar,KEU,GAKM
United Kingdom,Kings Lynn,Marham RAF,KNF,EGYM
United Kingdom,Orkney Island,Orkney Island,KOI,EGPA
United Kingdom,Milton Keynes,Milton Keynes,KYN,
United Kingdom,Leeds,Leeds/bradford,LBA,EGNM
United Kingdom,London,London City Airport,LCY,EGLC
United Kingdom,Derry,Eglinton (City of Derry),LDY,EGAE
United Kingdom,Lands End,Lands End,LEQ,EGHC
United Kingdom,London,London Gatwick,LGW,EGKK
United Kingdom,London,London Heathrow,LHR,EGLL
United Kingdom,Brandon,Lakenheath RAF,LKZ,EGUL
United Kingdom,Lossiemouth,RAF Station,LMO,EGQS
United Kingdom,Lochgilphead,Heliport,LPH,
United Kingdom,Liverpool,Liverpool John Lennon,LPL,EGGP
United Kingdom,Shetland Islands,Sumburgh,LSI,EGPB
United Kingdom,Luton,London Luton,LTN,EGGW
United Kingdom,Shetland Islands,Lerwick/Tingwall,LWK,EGET
United Kingdom,Lyneham,RAF Station,LYE,EGDL
United Kingdom,Manchester,Manchester,MAN,EGCC
United Kingdom,Mildenhall,Mildenhall Arpt,MHZ,EGUN
United Kingdom,"Teesside, Durham",Durham Tees Valley,MME,EGNV
United Kingdom,Manston,Kent International,MSE,EGMH
United Kingdom,Mount Wilson,Mount Wilson,MWS,MYEF
United Kingdom,Newcastle,Newcastle Airport,NCL,EGNT
United Kingdom,Sanday,Sanday,NDY,EGES
United Kingdom,Northolt,Northolt,NHT,EGWU
United Kingdom,Nottingham,Nottingham Airport,NQT,EGBN
United Kingdom,Newquay,Newquay Cornwall Airport,NQY,EGHQ
United Kingdom,North Ronaldsay,North Ronaldsay,NRL,EGEN
United Kingdom,Norwich,Norwich International Airport,NWI,EGSH
United Kingdom,Oban,Oban Airport,OBN,EGEO
United Kingdom,Odiham,RAF Station,ODH,EGVO
United Kingdom,Oakham,Cottesmor RAF,OKH,EGXJ
United Kingdom,Northampton,Northampton,ORM,EGBK
United Kingdom,Outer Skerries,Outer Skerries,OUK,
United Kingdom,Oxford,Oxford (Kidlington),OXF,EGTK
United Kingdom,"Prestwick, South Ayrshire",Prestwick,PIK,EGPK
United Kingdom,Plymouth,Plymouth,PLH,EGHD
United Kingdom,Portsmouth,Portsmouth,PME,EGVF
United Kingdom,Papa Westray,Papa Westray,PPW,EGEP
United Kingdom,Perth,Perth,PSL,EGPT
United Kingdom,Papa Stour,Papa Stour,PSV,
United Kingdom,Penzance,Penzance,PZE,EGHK
United Kingdom,Britrail Rail Zone S,London St. Pancras,QQS,
United Kingdom,London,London-Waterloo,QQW,
United Kingdom,Rothesay,Heliport,RAY,
United Kingdom,Rochester,Rochester,RCS,EGTO
United Kingdom,Shetland Islands,Scatsta,SCS,EGPM
United Kingdom,Southend,London Southend,SEN,EGMC
United Kingdom,Isle Of Skye,Broadford,SKL,
United Kingdom,Eastleigh near Southampton,Southampton Airport,SOU,EGHI
United Kingdom,Stronsay,Stronsay,SOY,EGER
United Kingdom,Scampton,RAF Station,SQZ,EGXP
United Kingdom,London,London Stansted,STN,EGSS
United Kingdom,Swindon,Gypsy,SWI,
United Kingdom,Swansea,Fairwood Comm,SWS,EGFH
United Kingdom,Stornoway,Stornoway,SYY,EGPO
United Kingdom,Sheffield,Sheffield City Airport,SZD,EGSY
United Kingdom,Theodore,Theodore,TDR,YTDR
United Kingdom,Tiree,Tiree,TRE,EGPU
United Kingdom,Isles Of Scilly,Tresco,TSO,EGHT
United Kingdom,Tumbler Ridge,Tumbler Ridge,TUX,
United Kingdom,Upper Heyford,RAF Station,UHF,
United Kingdom,Mull,Mull,ULL,
United Kingdom,Unst Shetland Is,Baltasound,UNT,EGPW
United Kingdom,Upavon,Upavon,UPV,EGDJ
United Kingdom,West Malling,West Malling,WEM,
United Kingdom,Woodford,Woodford,WFD,
